"id";"sermondate";"speaker";"topic";"section";"location";"remark";"audiofile";"bibleID";"updatedBy";"updatedTime";"activeFlag"
380;"2015-03-08";"陳道明牧師";"身份與使命";"馬太福音5:13-16";"海沃教會";"";"20150308chen.mp3";0;"";"";"Active"
381;"2015-03-15";"李稼軒牧師";"不要健忘(Don't Be Forgetful!)";"雅各書1:22-25";"海沃教會";"";"20150315lee.mp3";0;"";"";"Active"
382;"2015-03-22";"葉耿齊牧師";"爲生命掘一口深井（三）禁食的操練";"馬太福音6:16-18 9:14-15";"海沃教會";"";"20150322yeh.mp3";0;"";"";"Active"
383;"2015-03-29";"葉耿齊牧師";"爲生命掘一口深井（四）認罪的操練";"約翰壹書1：8-9 雅各書5：16";"海沃教會";"";"20150329yeh.mp3";0;"";"";"Active"
384;"2015-04-05";"陳鴻沫牧師";"復活與更新";"歌羅西 3:1-11";"海沃教會";"";"20150405chen.mp3";0;"";"";"Active"
385;"2015-04-12";"葉耿齊牧師";"爲生命掘一口深井（五）奉獻的操練";"哥林多書9:6-11";"海沃教會";"";"20150412yeh.mp3";0;"";"";"Active"
386;"2015-04-19";"杜林茜牧師";"不一樣的生命";"詩篇90:1-12";"海沃教會";"";"20150419du.mp3";0;"";"";"Active"
387;"2015-04-26";"義秉欣牧師";"神的傑作";"以弗所書2:10";"海沃教會";"";"20150426yibingxin.mp3";0;"";"";"Active"
388;"2015-05-03";"葉耿齊牧師";"爲生命掘一口深井（六）禱告的操練";"路加福音11:1-13";"海沃教會";"";"20150503yeh.mp3";0;"";"";"Active"
389;"2015-05-10";"葉耿齊牧師";"爲生命掘一口深井（七）順服的操練";"以弗所書5:22-4";"海沃教會";"";"20150510yeh.mp3";0;"";"";"Active"
390;"2015-05-17";"陳鴻沫牧師";"神所要的是什麼";"彌迦書6:6-16";"海沃教會";"";"20150517chen.mp3";0;"";"";"Active"
391;"2015-05-24";"葉耿齊牧師";"做個真男人（一）貞潔的操練";"帖撒羅尼迦前書4:3-7";"海沃教會";"";"20150524yeh.mp3";0;"";"";"Active"
392;"2015-05-31";"葉耿齊牧師";"做個真男人（二）服侍的操練";"馬太福音20:20-28";"海沃教會";"";"20150531yeh.mp3";0;"";"";"Active"
393;"2015-06-07";"葉耿齊牧師";"做個真男人（三)勇敢的信心";"約書亞記1:1-9";"海沃教會";"";"20150607yeh.mp3";0;"";"";"Active"
394;"2015-06-14";"葉耿齊牧師";"做個真男人（四)溫柔的操練";"雅各書1:19-20";"海沃教會";"";"20150614yeh.mp3";0;"";"";"Active"
395;"2015-06-21";"葉耿齊牧師";"做個真男人（五)父親的祝福";"以弗所書6:4";"海沃教會";"";"20150621yeh.mp3";0;"";"";"Active"
396;"2015-06-28";"葉耿齊牧師";"做個真男人（六)行動的呼召";"馬太福音14:22-33";"海沃教會";"";"20150628yeh.mp3";0;"";"";"Active"
397;"2015-07-05";"陳鴻沫牧師";"真理與自由";"約翰福音 8:31-37";"海沃教會";"";"20150705chen.mp3";0;"";"";"Active"
398;"2015-07-19";"林立山長老";"天國子民（四）";"馬太福音 13:17-23 36-42";"海沃教會";"";"20150719lin.mp3";0;"";"";"Active"
399;"2015-07-26";"林立山長老";"天國子民（五）";"馬太福音 13:44-46 36-42";"海沃教會";"";"20150726lin.mp3";0;"";"";"Active"
400;"2015-08-02";"葉耿齊牧師";"一件美事";"馬克福音14:1-9";"海沃教會";"";"20150802yeh.mp3";0;"";"";"Active"
401;"2015-08-09";"林發驥長老";"生命窄路與主同過";"彼得前書1:6-7";"海沃教會";"";"20150809fachi.mp3";0;"";"";"Active"
402;"2015-08-16";"陳鴻沫牧師";"竭力追求邁向成熟";"腓立比書 3:9-16";"海沃教會";"";"20150816chen.mp3";0;"";"";"Active"
403;"2015-08-23";"胡鼎漢牧師";"恩典之路";"出埃及記 33:14";"海沃教會";"";"20150823huo.mp3";0;"";"";"Active"
404;"2015-08-30";"林立山長老";"天國子民（六）";"馬太福音 13：31-32，路加福音 17：5-6";"海沃教會";"";"20150830lin.mp3";0;"";"";"Active"
405;"2015-09-06";"葉耿齊牧師";"為真實的國度而活（一）";"路加福音 9:23-27";"海沃教會";"";"20150906yeh.mp3";0;"";"";"Active"
406;"2015-09-13";"葉耿齊牧師";"為真實的國度而活（二）";"路加福音 21:5-36";"海沃教會";"";"20150913yeh.mp3";0;"";"";"Active"
407;"2015-09-20";"田頌恩傳道";"你屬靈嗎?";"哥林多前書 2:6-3:4";"海沃教會";"";"20150920tian.mp3";0;"";"";"Active"
408;"2015-09-27";"司迦勒牧師";"少數民族福音的需要";"啟示錄14:6";"海沃教會";"audio file missed";"";0;"";"";"Active"
409;"2015-10-04";"葉耿齊牧師";"為真實的國度而活（三）";"腓立比書2:14-22";"海沃教會";"";"20151004yeh.mp3";0;"";"";"Active"
410;"2015-10-11";"傅立德牧師";"愛是恆久忍耐，又有恩慈";"啟示錄14:6";"海沃教會";"";"20151011friest.mp3";0;"";"";"Active"
411;"2015-10-18";"葉耿齊牧師";"為真實的國度而活（四）";"馬太福音18:21-35";"海沃教會";"";"20151018yeh.mp3";0;"";"";"Active"
412;"2015-10-25";"陳鴻沫牧師";"不见一人，只见耶稣 - 山上变相";"馬太福音17:1-8";"海沃教會";"";"20151025chen_.mp3";0;"";"";"Active"
413;"2015-11-01";"陳鴻沫牧師";"山下的事工";"馬太福音17:14-21";"海沃教會";"";"20151101chen.mp3";0;"";"";"Active"
414;"2015-11-08";"葉耿齊牧師";"為真實的國度而活（五）你手中的力量";"馬太福音6:30-44";"海沃教會";"";"20151108yeh.mp3";0;"";"";"Active"
415;"2015-11-15";"葉耿齊牧師";"為真實的國度而活（六）忠心地冒險";"馬太福音25:14-30";"海沃教會";"";"20151115yeh.mp3";0;"";"";"Active"
416;"2015-11-22";"葉耿齊牧師";"為真實的國度而活（七）少, 就是多";"路加福音10:38-42";"海沃教會";"";"20151122yeh.mp3";0;"";"";"Active"
417;"2015-11-29";"林立山長老";"與恩相稱";"以弗所書4:1-3";"海沃教會";"";"20151129lin.mp3";0;"";"";"Active"
418;"2015-12-06";"葉耿齊牧師";"為真實的國度而活（八）當長處變成短處";"馬可福音10:17-22";"海沃教會";"";"20151206yeh.mp3";0;"";"";"Active"
419;"2015-12-13";"葉耿齊牧師";"為真實的國度而活（九）葡萄園的秘密";"馬太福音19:27-20:16";"海沃教會";"";"20151213yeh.mp3";0;"";"";"Active"
420;"2015-12-20";"林立山長老";"以馬內利";"馬太福音1:21-23";"海沃教會";"";"20151220lin.mp3";0;"";"";"Active"
421;"2015-12-27";"葉耿齊牧師";"生命不可承受之輕";"詩篇39篇";"海沃教會";"";"20151227yeh.mp3";0;"";"";"Active"
422;"2016-01-03";"葉耿齊牧師";"意想不到的力量（一）信心的力量";"路加7:1-10";"海沃教會";"";"20160103yeh.mp3";0;"";"";"Active"
423;"2016-01-10";"葉耿齊牧師";"意想不到的力量（二）信心的力量";"馬太福音15:21-28";"海沃教會";"";"20160110yeh.mp3";0;"";"";"Active"
424;"2016-01-17";"葉耿齊牧師";"意想不到的力量（三）曠野的力量";"馬太福音4:1-11";"海沃教會";"";"20160117yeh.mp3";0;"";"";"Active"
425;"2016-01-24";"陳道明牧師";"基督的門徒（上）";"馬太福音16:24，28：19-20";"海沃教會";"";"20160124chen.mp3";0;"";"";"Active"
426;"2016-01-31";"秦廣樂牧師";"願權能歸於賜諸般恩典的神";"彼得前書5:10-11";"海沃教會";"";"20160131qin.mp3";0;"";"";"Active"
427;"2016-02-07";"葉耿齊牧師";"意想不到的力量（四）依靠的力量";"箴言3:1-10";"海沃教會";"";"20160207yeh.mp3";0;"";"";"Active"
428;"2016-02-14";"葉耿齊牧師";"意想不到的力量（五）讚美的力量";"歷代志下20:1-30";"海沃教會";"";"20160214yeh.mp3";0;"";"";"Active"
429;"2016-02-21";"葉耿齊牧師";"意想不到的力量（六）軟弱的力量";"歌林多後書12:7-10";"海沃教會";"";"20160221yeh.mp3";0;"";"";"Active"
430;"2016-02-28";"林力山長老";"從新得力";"以賽亞書 40:29-31";"海沃教會";"";"20160228Lin.mp3";0;"";"";"Active"
431;"2016-03-06";"秦廣樂牧師";"主耶穌在迦拿婚宴上顯出的榮耀";"約翰福音2:1-11";"海沃教會";"";"20160306qin.mp3";0;"";"";"Active"
432;"2016-03-13";"葉耿齊牧師";"意想不到的力量（七）十字架的力量";"歌林多前書1:17-25";"海沃教會";"";"20160313yeh.mp3";0;"";"";"Active"
433;"2016-03-20";"江牧師";"大使命宣教的再思";"馬太福音28:18-20";"海沃教會";"audio file missed";"";0;"";"";"Active"
434;"2016-03-27";"葉耿齊牧師";"意想不到的力量（八）复活的力量";"歌羅西書3:1-4";"海沃教會";"";"20160327yeh.mp3";0;"";"";"Active"
435;"2016-04-03";"陳鴻沫牧師";"復活後的驚喜";"路加福音 24:13-35";"海沃教會";"";"20160403chen.mp3";0;"";"";"Active"
436;"2016-04-10";"趙志文牧師";"將你的壓力交給神";"民數記11:14、17；林後1:8、9";"海沃教會";"";"20160410zhao.mp3";0;"";"";"Active"
437;"2016-04-17";"葉耿齊牧師";"意想不到的力量（九）禱告的力量";"創世紀32章";"海沃教會";"";"20160417yeh.mp3";0;"";"";"Active"
438;"2016-04-24";"林力山長老";"財寶與憂慮的殺傷力";"馬太福音6:19-34";"海沃教會";"";"20160424Lin.mp3";0;"";"";"Active"
439;"2016-05-01";"葉耿齊牧師";"意想不到的力量（十）群體的力量";"希伯來書10:19-25";"海沃教會";"";"20160501yeh.mp3";0;"";"";"Active"
440;"2016-05-08";"葉耿齊牧師";"榜樣的力量";"撒母耳記21:15-22";"海沃教會";"";"20160508yeh.mp3";0;"";"";"Active"
441;"2016-05-15";"葉耿齊牧師";"客觀的力量";"馬太福音7:1-6";"海沃教會";"";"20160515yeh.mp3";0;"";"";"Active"
442;"2016-05-22";"歐謙遜牧師";"以基督為至寶";"腓立比書3:1-12";"海沃教會";"";"20160522ou.mp3";0;"";"";"Active"
443;"2016-05-29";"葉耿齊牧師";"饒恕的力量";"創世紀50:15-26";"海沃教會";"";"20160529yeh.mp3";0;"";"";"Active"
444;"2016-06-05";"葉耿齊牧師";"和睦的力量";"";"海沃教會";"";"20160605yeh.mp3";0;"";"";"Active"
445;"2016-06-12";"葉耿齊牧師";"傾聽的力量";"以賽亞書50:4-11";"海沃教會";"";"20160612yeh.mp3";0;"";"";"Active"
446;"2016-06-19";"葉耿齊牧師";"祝福的力量";"創世紀 27";"海沃教會";"";"20160619yeh.mp3";0;"";"";"Active"
447;"2016-06-26";"陳道明牧師";"基督的門徒(下)";"馬太福音 16:24; 28:18-20";"海沃教會";"";"20160626chen.mp3";0;"";"";"Active"
448;"2016-07-03";"葉耿齊牧師";"事奉的力量";"瑪拉基書3:13-17||路加福音17:7-10";"海沃教會";"";"20160703yeh.mp3";0;"";"";"Active"
449;"2016-07-10";"葉耿齊牧師";"恩賜的力量";"以弗所書4:7-16";"海沃教會";"";"20160710yeh.mp3";0;"";"";"Active"
450;"2016-07-15";"華欣牧師";"五之一：金牛釀禍";"";"夏令會";"";"20160715hua.mp3";0;"";"";"Active"
451;"2016-07-16";"華欣牧師";"五之二:背影有情";"";"夏令會";"";"20160716ahua.mp3";0;"";"";"Active"
452;"2016-07-16";"華欣牧師";"五之三:石板開口";"";"夏令會";"";"20160716bhua.mp3";0;"";"";"Active"
453;"2016-07-16";"華欣牧師";"五之四:人臉發光";"";"夏令會";"";"20160716chua.mp3";0;"";"";"Active"
454;"2016-07-17";"華欣牧師";"五之五:舍吉拿 - 彩雲召喚";"";"夏令會";"";"20160717hua.mp3";0;"";"";"Active"
455;"2016-07-24";"林力山長老";"待人之道-親和力";"";"海沃教會";"";"20160724lam.mp3";0;"";"";"Active"
456;"2016-07-31";"林力山長老";"以善勝惡的生命力";"羅馬書 12:9、21";"海沃教會";"";"20160731lam.mp3";0;"";"";"Active"
457;"2016-08-07";"陳鴻沫牧師";"教會第一次的內憂";"使徒行傳 5:1-11";"海沃教會";"";"20160807chen.mp3";0;"";"";"Active"
458;"2016-08-14";"陳鴻沫牧師";"教會第二次的內憂";"使徒行傳 6:1-7";"海沃教會";"";"20160814chen.mp3";0;"";"";"Active"
459;"2016-08-21";"張西平牧師";"非以役人, 乃役於人";"馬可福音 10:32-45";"海沃教會";"";"20160821chang.mp3";0;"";"";"Active"
460;"2016-08-28";"葉耿齊牧師";"同在的力量";"出埃及記25:1-9";"海沃教會";"";"20160828yeh.mp3";0;"";"";"Active"
461;"2016-09-04";"葉耿齊牧師";"尋求的力量 – 大衛帳幕";"歷代志上13-16章";"海沃教會";"";"20160904yeh.mp3";0;"";"";"Active"
462;"2016-09-18";"葉耿齊牧師";"奉獻的力量";"歷代志上29章";"海沃教會";"";"20160918yeh.mp3";0;"";"";"Active"
463;"2016-09-25";"杜林茜牧師";"擴張你帳幕之地";"";"海沃教會";"";"20160925du.mp3";0;"";"";"Active"
464;"2016-10-02";"葉耿齊牧師";"稱頌的力量";"歷代志上 29:10-21";"海沃教會";"";"20161002yeh.mp3";0;"";"";"Active"
465;"2016-10-09";"葉耿齊牧師";"條件的力量";"歷代志下 6:12-7:22";"海沃教會";"";"20161009yeh.mp3";0;"";"";"Active"
466;"2016-10-16";"葉耿齊牧師";"重建的力量";"哈該書";"海沃教會";"";"20161016yeh.mp3";0;"";"";"Active"
467;"2016-10-23";"徐國興牧師";"憂傷痛悔的心";"詩篇 51:1-19";"海沃教會";"";"20161023xu.mp3";0;"";"";"Active"
468;"2016-10-30";"陳鴻沫牧師";"激動與重建";"以斯拉記 3";"海沃教會";"";"20161030chen.mp3";0;"";"";"Active"
469;"2016-11-06";"葉耿齊牧師";"神聖的渴望";"詩篇 120-122";"海沃教會";"";"20161106yeh.mp3";0;"";"";"Active"
470;"2016-11-13";"葉耿齊牧師";"神聖的幫助";"詩篇 123-125";"海沃教會";"";"20161113yeh.mp3";0;"";"";"Active"
471;"2016-11-20";"葉耿齊牧師";"神聖的恩典";"詩篇 126-128";"海沃教會";"";"20161120yeh.mp3";0;"";"";"Active"
472;"2016-11-27";"陳道明牧師";"基督教是什麼";"希伯來書 1：1-3";"海沃教會";"";"20161127chen.mp3";0;"";"";"Active"
473;"2016-12-04";"葉耿齊牧師";"神聖的安息";"詩篇 129-131";"海沃教會";"";"20161204yeh.mp3";0;"";"";"Active"
474;"2016-12-11";"葉耿齊牧師";"神聖的完滿";"詩篇 132-134";"海沃教會";"";"20161211yeh.mp3";0;"";"";"Active"
475;"2016-12-18";"林力山長老";"耶穌降生";"路加 4:18";"海沃教會";"";"20161218lin.mp3";0;"";"";"Active"
476;"2016-12-25";"葉耿齊牧師";"星星中的黑夜";"馬太 2:13-18";"海沃教會";"";"20161225yeh.mp3";0;"";"";"Active"
477;"2017-01-01";"葉耿齊牧師";"神國優先";"馬太福音6:25-34";"海沃教會";"";"20170101yeh.mp3";0;"";"";"Active"
478;"2017-01-08";"葉耿齊牧師";"謙卑優先";"以賽亞書57:14-21";"海沃教會";"";"20170108yeh.mp3";0;"";"";"Active"
479;"2017-01-15";"葉耿齊牧師";"悔改優先";"路加福音3:1-10, 13:1-9";"海沃教會";"";"20170115yeh.mp3";0;"";"";"Active"
480;"2017-01-20";"傅立德牧師";"週五信息";"";"海沃教會";"";"20170120fulide-a.mp3";0;"";"";"Active"
481;"2017-01-21";"傅立德牧師";"週六信息1 週";"";"海沃教會";"";"20170121fulide.mp3";0;"";"";"Active"
482;"2017-01-21";"傅立德牧師";"六信息2";"";"海沃教會";"";"20170121fulide-b1.mp3";0;"";"";"Active"
483;"2017-01-21";"傅立德牧師";"週六信息2分組后總結";"";"海沃教會";"";"20170121fulide-b2.mp3";0;"";"";"Active"
484;"2017-01-21";"傅立德牧師";"週六信息3（下午）";"";"海沃教會";"";"20170121fulide3a.mp3";0;"";"";"Active"
485;"2017-01-21";"傅立德牧師";"週六信息3分組后總結";"";"海沃教會";"";"20170121fulide3b.mp3";0;"";"";"Active"
486;"2017-01-21";"傅立德牧師";"週六信息4（15分鐘不全）";"";"海沃教會";"";"20170121fulide4a.mp3";0;"";"";"Active"
487;"2017-01-21";"傅立德牧師";"週六信息4分組后總結";"";"海沃教會";"";"20170121fulide4b.mp3";0;"";"";"Active"
488;"2017-01-21";"傅立德牧師";"週六信息5";"";"海沃教會";"";"20170121fulide5.mp3";0;"";"";"Active"
489;"2017-01-22";"傅立德牧師";"早上信息 ";"";"海沃教會";"";"20170122fulide-am.mp3";0;"";"";"Active"
490;"2017-01-22";"傅立德牧師";"主動了慈心（主日信息）";"";"海沃教會";"";"20170122fulide-a.mp3";0;"";"";"Active"
491;"2017-01-29";"張麗麗姊妹";"跨越界線";"腓立比書3:12-14";"海沃教會";"";"20170129zhanglili.mp3";0;"";"";"Active"
492;"2017-02-05";"陳鴻沫牧師";"合神心意的禱告";"以弗所書3:1421";"海沃教會";"";"20170205chen.mp3";0;"dennis";"2017-02-09 23:28:43";"Active"
493;"2022-02-02";"test01";"test02";"test03";"海沃教會";"test05";"test04";0;"dennis";"2017-02-09 23:29:26";"Inactive"
494;"2017-03-02";"test01";"test02";"test03";"海沃教會";"";"test04.mp3";0;"dennis";"2017-02-10 00:04:27";"Inactive"
